Code,Name,Market
038500,삼표시멘트,KOSDAQ
462870,시프트업,KOSPI
006040,동원산업,KOSPI
003380,하림지주,KOSDAQ GLOBAL
361610,SK아이이테크놀로지,KOSPI
475150,SK이터닉스,KOSPI
290650,엘앤씨바이오,KOSDAQ
298020,효성티앤씨,KOSPI
085660,차바이오텍,KOSDAQ
007070,GS리테일,KOSPI
006280,녹십자,KOSPI
008770,호텔신라,KOSPI
232140,와이씨,KOSDAQ
065350,신성델타테크,KOSDAQ
090710,휴림로봇,KOSDAQ
034230,파라다이스,KOSPI
437730,삼현,KOSDAQ
012630,HDC,KOSPI
005070,코스모신소재,KOSPI
003570,SNT다이내믹스,KOSPI
082270,젬백스,KOSDAQ
032350,롯데관광개발,KOSPI
060370,LS마린솔루션,KOSDAQ
001800,오리온홀딩스,KOSPI
003530,한화투자증권,KOSPI
007810,코리아써키트,KOSPI
100090,SK오션플랜트,KOSPI
082920,비츠로셀,KOSDAQ
115180,큐리언트,KOSDAQ
007310,오뚜기,KOSPI
195940,HK이노엔,KOSDAQ GLOBAL
080220,제주반도체,KOSDAQ
082640,동양생명,KOSPI
030610,교보증권,KOSPI
294870,HDC현대산업개발,KOSPI
020560,아시아나항공,KOSPI
124500,아이티센글로벌,KOSDAQ
417200,LS머트리얼즈,KOSDAQ
322000,HD현대에너지솔루션,KOSPI
048410,현대바이오,KOSDAQ
397030,에이프릴바이오,KOSDAQ
189300,인텔리안테크,KOSDAQ
229640,LS에코에너지,KOSPI
077970,STX엔진,KOSPI
388210,씨엠티엑스,KOSDAQ
003090,대웅,KOSPI
330590,롯데리츠,KOSPI
174900,앱클론,KOSDAQ
004000,롯데정밀화학,KOSPI
035760,CJ ENM,KOSDAQ GLOBAL
466100,클로봇,KOSDAQ
003240,태광산업,KOSPI
281740,레이크머티리얼즈,KOSDAQ
131290,티에스이,KOSDAQ
295310,에이치브이엠,KOSDAQ
300720,한일시멘트,KOSPI
127120,제이에스링크,KOSDAQ
000815,삼성화재우,KOSPI
181710,NHN,KOSPI
415640,KB발해인프라,KOSPI
293490,카카오게임즈,KOSDAQ GLOBAL
456160,지투지바이오,KOSDAQ
185750,종근당,KOSPI
095610,테스,KOSDAQ
051915,LG화학우,KOSPI
010170,대한광통신,KOSDAQ
213420,덕산네오룩스,KOSDAQ GLOBAL
166090,하나머티리얼즈,KOSDAQ GLOBAL
000210,DL,KOSPI
183300,코미코,KOSDAQ GLOBAL
001510,SK증권,KOSPI
032500,케이엠더블유,KOSDAQ
000080,하이트진로,KOSPI
001740,SK네트웍스,KOSPI
137400,피엔티,KOSDAQ GLOBAL
000670,영풍,KOSPI
096530,씨젠,KOSDAQ
007390,네이처셀,KOSDAQ
089970,브이엠,KOSDAQ
160190,하이젠알앤엠,KOSDAQ
089860,롯데렌탈,KOSPI
253450,스튜디오드래곤,KOSDAQ GLOBAL
493280,아이엠바이오로직스,KOSDAQ
036540,SFA반도체,KOSDAQ
388720,유일로보틱스,KOSDAQ
100790,미래에셋벤처투자,KOSDAQ
005300,롯데칠성,KOSPI
071320,지역난방공사,KOSPI
052020,에스티큐브,KOSDAQ
192080,더블유게임즈,KOSPI
365550,ESR켄달스퀘어리츠,KOSPI
006120,SK디스커버리,KOSPI
280360,롯데웰푸드,KOSPI
122870,와이지엔터테인먼트,KOSDAQ
328130,루닛,KOSDAQ
490470,세미파이브,KOSDAQ
056190,에스에프에이,KOSDAQ GLOBAL
036830,솔브레인홀딩스,KOSDAQ GLOBAL
192400,쿠쿠홀딩스,KOSPI
056080,유진로봇,KOSDAQ
009240,한샘,KOSPI
036530,SNT홀딩스,KOSPI
003470,유안타증권,KOSPI
100840,SNT에너지,KOSPI
030190,NICE평가정보,KOSPI
057050,현대홈쇼핑,KOSPI
204270,제이앤티씨,KOSDAQ
298050,HS효성첨단소재,KOSPI
484870,엠앤씨솔루션,KOSPI
075580,세진중공업,KOSPI
003160,디아이,KOSPI
044490,태웅,KOSDAQ
285130,SK케미칼,KOSPI
476060,온코닉테라퓨틱스,KOSDAQ
389470,인벤티지랩,KOSDAQ
281820,케이씨텍,KOSPI
005690,파미셀,KOSPI
249420,일동제약,KOSPI
171090,선익시스템,KOSDAQ
499790,GS피앤엘,KOSPI
222080,씨아이에스,KOSDAQ GLOBAL
071055,한국금융지주우,KOSPI
137310,에스디바이오센서,KOSPI
005090,SGC에너지,KOSPI
006730,서부T&D,KOSDAQ
195870,해성디에스,KOSPI
451800,한화리츠,KOSPI
009450,경동나비엔,KOSPI
066575,LG전자우,KOSPI
014620,성광벤드,KOSDAQ
032190,다우데이타,KOSDAQ
486990,노타,KOSDAQ
064960,SNT모티브,KOSPI
036810,에프에스티,KOSDAQ
00088K,한화3우B,KOSPI
006650,대한유화,KOSPI
023160,태광,KOSDAQ
420770,기가비스,KOSDAQ
241710,코스메카코리아,KOSDAQ
456040,OCI,KOSPI
161580,필옵틱스,KOSDAQ
010780,아이에스동서,KOSPI
074600,원익QnC,KOSDAQ GLOBAL
084110,휴온스글로벌,KOSDAQ
003280,흥아해운,KOSPI
358570,지아이이노베이션,KOSDAQ
004490,세방전지,KOSPI
052400,코나아이,KOSDAQ
033240,자화전자,KOSPI
126340,비나텍,KOSDAQ
248070,솔루엠,KOSPI
317450,명인제약,KOSPI
079160,CJ CGV,KOSPI
108320,LX세미콘,KOSPI
086450,동국제약,KOSDAQ GLOBAL
0120G0,삼양바이오팜,KOSPI
027360,아주IB투자,KOSDAQ
348340,뉴로메카,KOSDAQ
078160,메디포스트,KOSDAQ
000370,한화손해보험,KOSPI
253590,네오셈,KOSDAQ
102710,이엔에프테크놀로지,KOSDAQ
050890,쏠리드,KOSDAQ
468530,프로티나,KOSDAQ
348210,넥스틴,KOSDAQ GLOBAL
496320,본시스템즈,KONEX
376300,디어유,KOSDAQ
079900,전진건설로봇,KOSPI
003850,보령,KOSPI
200710,에이디테크놀로지,KOSDAQ
003030,세아제강지주,KOSPI
025540,한국단자,KOSPI
001270,부국증권,KOSPI
399720,가온칩스,KOSDAQ
093370,후성,KOSPI
187660,현대ADM,KOSDAQ
033100,제룡전기,KOSDAQ
069260,TKG휴켐스,KOSPI
00104K,CJ4우(전환),KOSPI
086900,메디톡스,KOSDAQ
460930,현대힘스,KOSDAQ
005880,대한해운,KOSPI
033500,동성화인텍,KOSDAQ
121600,나노신소재,KOSDAQ
007700,F&F홀딩스,KOSPI
475960,토모큐브,KOSDAQ
014820,동원시스템즈,KOSPI
425420,티에프이,KOSDAQ
114090,GKL,KOSPI
214320,이노션,KOSPI
356860,티엘비,KOSDAQ
372320,큐로셀,KOSDAQ
090460,비에이치,KOSPI
015750,성우하이텍,KOSDAQ
225570,넥슨게임즈,KOSDAQ
002350,넥센타이어,KOSPI
001680,대상,KOSPI
009520,포스코엠텍,KOSDAQ GLOBAL
003620,KG모빌리티,KOSPI
102940,코오롱생명과학,KOSDAQ
112040,위메이드,KOSDAQ
005180,빙그레,KOSPI
060250,NHN KCP,KOSDAQ
067160,SOOP,KOSDAQ GLOBAL
042000,카페24,KOSDAQ
001060,JW중외제약,KOSPI
058650,세아홀딩스,KOSPI
042520,한스바이오메드,KOSDAQ
381970,케이카,KOSPI
293940,신한알파리츠,KOSPI
003000,부광약품,KOSPI
365340,성일하이텍,KOSDAQ
003545,대신증권우,KOSPI
053800,안랩,KOSDAQ
458870,씨어스테크놀로지,KOSDAQ
017940,E1,KOSPI
214430,아이쓰리시스템,KOSDAQ
001500,현대차증권,KOSPI
093050,LF,KOSPI
002020,코오롱,KOSPI
348370,엔켐,KOSDAQ
025980,아난티,KOSDAQ
130660,한전산업,KOSPI
005250,녹십자홀딩스,KOSPI
024850,HLB이노베이션,KOSDAQ
000640,동아쏘시오홀딩스,KOSPI
287840,인투셀,KOSDAQ
039130,하나투어,KOSPI
383800,LX홀딩스,KOSPI
368770,파이버프로,KOSDAQ
336570,원텍,KOSDAQ
001570,금양,KOSPI
000400,롯데손해보험,KOSPI
002840,미원상사,KOSPI
041960,코미팜,KOSDAQ
336370,솔루스첨단소재,KOSPI
002960,한국쉘석유,KOSPI
125490,한라캐스트,KOSDAQ
272290,이녹스첨단소재,KOSDAQ GLOBAL
094800,맵스리얼티,KOSPI
006380,카프로,KOSPI
094170,동운아나텍,KOSDAQ
383310,에코프로에이치엔,KOSDAQ
268280,미원에스씨,KOSPI
424870,이뮨온시아,KOSDAQ
178920,PI첨단소재,KOSPI
004690,삼천리,KOSPI
060280,큐렉소,KOSDAQ
252990,샘씨엔에스,KOSDAQ
090360,로보스타,KOSDAQ
003300,한일홀딩스,KOSPI
211050,인카금융서비스,KOSDAQ
053610,프로텍,KOSDAQ
389650,넥스트바이오메디컬,KOSDAQ
448900,한국피아이엠,KOSDAQ
098070,한텍,KOSDAQ
271940,일진하이솔루스,KOSPI
016380,KG스틸,KOSPI
046890,서울반도체,KOSDAQ GLOBAL
251970,펌텍코리아,KOSDAQ
019170,신풍제약,KOSPI
950210,프레스티지바이오파마,KOSPI
217590,티엠씨,KOSPI
020000,한섬,KOSPI
008730,율촌화학,KOSPI
002240,고려제강,KOSPI
278280,천보,KOSDAQ
016610,DB증권,KOSPI
014830,유니드,KOSPI
005389,현대차3우B,KOSPI
001820,삼화콘덴서,KOSPI
045100,한양이엔지,KOSDAQ
002030,아세아,KOSPI
284740,쿠쿠홈시스,KOSPI
377740,바이오노트,KOSPI
011930,신성이엔지,KOSPI
099190,아이센스,KOSDAQ
029530,신도리코,KOSPI
119850,지엔씨에너지,KOSDAQ
006910,보성파워텍,KOSDAQ
000070,삼양홀딩스,KOSPI
009410,태영건설,KOSPI
025320,시노펙스,KOSDAQ
005420,코스모화학,KOSPI
488900,비츠로넥스텍,KOSDAQ
009900,명신산업,KOSPI
041190,우리기술투자,KOSDAQ
095660,네오위즈,KOSDAQ
327260,RF머트리얼즈,KOSDAQ
018290,브이티,KOSDAQ
005810,풍산홀딩스,KOSPI
083450,GST,KOSDAQ
138490,코오롱ENP,KOSPI
034310,NICE,KOSPI
0082N0,카나프테라퓨틱스,KOSDAQ
104830,원익머트리얼즈,KOSDAQ
105840,우진,KOSPI
031330,에스에이엠티,KOSDAQ
206650,유바이오로직스,KOSDAQ
453340,현대그린푸드,KOSPI
025900,동화기업,KOSDAQ GLOBAL
122640,예스티,KOSDAQ
079370,제우스,KOSDAQ
478340,나라스페이스테크놀로지,KOSDAQ
064260,다날,KOSDAQ
145720,덴티움,KOSPI
005945,NH투자증권우,KOSPI
047920,HLB제약,KOSDAQ
077360,덕산하이메탈,KOSDAQ
009155,삼성전기우,KOSPI
093320,케이아이엔엑스,KOSDAQ
090435,아모레퍼시픽우,KOSPI
318060,그래피,KOSDAQ
230360,에코마케팅,KOSDAQ
376270,HEM파마,KOSDAQ
101160,월덱스,KOSDAQ
448730,삼성FN리츠,KOSPI
192650,드림텍,KOSPI
215200,메가스터디교육,KOSDAQ GLOBAL
006220,제주은행,KOSPI
452260,한화갤러리아,KOSPI
484590,삼양컴텍,KOSDAQ
039440,에스티아이,KOSDAQ
030520,한글과컴퓨터,KOSDAQ GLOBAL
001200,유진투자증권,KOSPI
067630,HLB생명과학,KOSDAQ
145990,삼양사,KOSPI
338840,와이바이오로직스,KOSDAQ
036620,감성코퍼레이션,KOSDAQ
105630,한세실업,KOSPI
215600,신라젠,KOSDAQ
089010,켐트로닉스,KOSDAQ
101930,인화정공,KOSDAQ
900290,GRT,KOSDAQ
008060,대덕,KOSPI
016590,신대양제지,KOSPI
059090,미코,KOSDAQ
017810,풀무원,KOSPI
168360,펨트론,KOSDAQ
091700,파트론,KOSDAQ GLOBAL
228760,지노믹트리,KOSDAQ
460860,동국제강,KOSPI
180400,DXVX,KOSDAQ
107640,한중엔시에스,KOSDAQ
019210,와이지-원,KOSDAQ
034950,한국기업평가,KOSDAQ
234340,헥토파이낸셜,KOSDAQ
015360,INVENI,KOSPI
220100,퓨쳐켐,KOSDAQ
009290,광동제약,KOSPI
393890,더블유씨피,KOSDAQ GLOBAL
394280,오픈엣지테크놀로지,KOSDAQ
161000,애경케미칼,KOSPI
004700,조광피혁,KOSPI
357120,코람코라이프인프라리츠,KOSPI
183190,아세아시멘트,KOSPI
072710,농심홀딩스,KOSPI
199800,툴젠,KOSDAQ
441270,파인엠텍,KOSDAQ
031430,신세계인터내셔날,KOSPI
078020,LS증권,KOSDAQ
0001A0,덕양에너젠,KOSDAQ
005610,SPC삼립,KOSPI
006110,삼아알미늄,KOSPI
006340,대원전선,KOSPI
033640,네패스,KOSDAQ
194480,데브시스터즈,KOSDAQ
027410,BGF,KOSPI
046120,오르비텍,KOSDAQ
117730,티로보틱스,KOSDAQ
013030,하이록코리아,KOSDAQ
065660,안트로젠,KOSDAQ
016800,퍼시스,KOSPI
069080,웹젠,KOSDAQ GLOBAL
394800,쓰리빌리언,KOSDAQ
060980,HL홀딩스,KOSPI
450950,아스테라시스,KOSDAQ
114810,한솔아이원스,KOSDAQ
340570,티앤엘,KOSDAQ
101730,위메이드맥스,KOSDAQ
494120,큐리오시스,KOSDAQ
089590,제주항공,KOSPI
344820,KCC글라스,KOSPI
034830,한국토지신탁,KOSPI
126720,수산인더스트리,KOSPI
001530,DI동일,KOSPI
138080,오이솔루션,KOSDAQ
455900,엔젤로보틱스,KOSDAQ
010690,화신,KOSPI
078350,한양디지텍,KOSDAQ
170900,동아에스티,KOSPI
306200,세아제강,KOSPI
029460,케이씨,KOSPI
097520,엠씨넥스,KOSPI
026890,스틱인베스트먼트,KOSPI
304360,에스바이오메딕스,KOSDAQ
025860,남해화학,KOSPI
084010,대한제강,KOSPI
033160,엠케이전자,KOSDAQ
290550,디케이티,KOSDAQ
000157,두산2우B,KOSPI
417310,코람코더원리츠,KOSPI
298830,슈어소프트테크,KOSDAQ
0015G0,그린광학,KOSDAQ
053030,바이넥스,KOSDAQ
089980,상아프론테크,KOSDAQ
308430,셀비온,KOSDAQ
078340,컴투스,KOSDAQ GLOBAL
110990,디아이티,KOSDAQ
200670,휴메딕스,KOSDAQ
041830,인바디,KOSDAQ
003800,에이스침대,KOSDAQ
018000,유니슨,KOSDAQ
475400,씨메스,KOSDAQ
018250,애경산업,KOSPI
086390,유니테스트,KOSDAQ
365270,큐라클,KOSDAQ
080580,오킨스전자,KOSDAQ
092870,엑시콘,KOSDAQ
091810,티웨이항공,KOSPI
037460,삼지전자,KOSDAQ
051500,CJ프레시웨이,KOSDAQ
309710,아이티켐,KOSDAQ
200880,서연이화,KOSPI
035890,서희건설,KOSDAQ
089890,코세스,KOSDAQ
144510,지씨셀,KOSDAQ
035810,이지홀딩스,KOSDAQ
389260,대명에너지,KOSDAQ
314930,바이오다인,KOSDAQ
036890,진성티이씨,KOSDAQ
001940,KISCO홀딩스,KOSPI
002810,삼영무역,KOSPI
352480,씨앤씨인터내셔널,KOSDAQ
092220,KEC,KOSPI
005720,넥센,KOSPI
241520,DSC인베스트먼트,KOSDAQ
482630,삼양엔씨켐,KOSDAQ
079940,가비아,KOSDAQ
448280,에코아이,KOSDAQ
403550,쏘카,KOSPI
015860,일진홀딩스,KOSPI
078520,에이블씨엔씨,KOSPI
126560,현대퓨처넷,KOSPI
200470,에이팩트,KOSDAQ
049630,재영솔루텍,KOSDAQ
002310,아세아제지,KOSPI
058970,엠로,KOSDAQ
474650,링크솔루션,KOSDAQ
094360,칩스앤미디어,KOSDAQ
123890,한국자산신탁,KOSPI
226590,엠디바이스,KOSDAQ
230240,에치에프알,KOSDAQ
092230,KPX홀딩스,KOSPI
006405,삼성SDI우,KOSPI
001390,KG케미칼,KOSPI
462350,이노스페이스,KOSDAQ
037270,YG PLUS,KOSPI
389020,자람테크놀로지,KOSDAQ
314130,지놈앤컴퍼니,KOSDAQ
321550,티움바이오,KOSDAQ
012030,DB,KOSPI
194370,제이에스코퍼레이션,KOSPI
011760,현대코퍼레이션,KOSPI
041920,메디아나,KOSDAQ
002710,TCC스틸,KOSPI
286940,롯데이노베이트,KOSPI
084690,대상홀딩스,KOSPI
236200,슈프리마,KOSDAQ
092200,디아이씨,KOSPI
078130,국일제지,KOSDAQ
136480,하림,KOSDAQ
036170,에이치엠넥스,KOSDAQ
200130,콜마비앤에이치,KOSDAQ GLOBAL
010820,퍼스텍,KOSPI
104700,한국철강,KOSPI
419530,SAMG엔터,KOSDAQ
017860,DS단석,KOSPI
001230,동국홀딩스,KOSPI
043150,바텍,KOSDAQ
001750,한양증권,KOSPI
099440,스맥,KOSDAQ
093520,매커스,KOSDAQ
060720,KH바텍,KOSDAQ
005680,삼영전자,KOSPI
007690,국도화학,KOSPI
204620,글로벌텍스프리,KOSDAQ
017390,서울가스,KOSPI
114190,강원에너지,KOSDAQ
900140,엘브이엠씨홀딩스,KOSPI
241770,메카로,KOSDAQ
272450,진에어,KOSPI
023410,유진기업,KOSDAQ
033790,피노,KOSDAQ
094480,갤럭시아머니트리,KOSDAQ
096760,JW홀딩스,KOSPI
128820,대성산업,KOSPI
179900,유티아이,KOSDAQ
064820,케이프,KOSDAQ
265520,AP시스템,KOSDAQ
138610,나이벡,KOSDAQ
000650,천일고속,KOSPI
051370,인터플렉스,KOSDAQ
033270,유나이티드제약,KOSPI
012210,삼미금속,KOSDAQ
330860,네패스아크,KOSDAQ
011500,한농화성,KOSPI
088800,에이스테크,KOSDAQ
003920,남양유업,KOSPI
024720,콜마홀딩스,KOSPI
003520,영진약품,KOSPI
170920,엘티씨,KOSDAQ
099430,바이오플러스,KOSDAQ
037710,광주신세계,KOSPI
317330,덕산테코피아,KOSDAQ
092790,넥스틸,KOSPI
108860,셀바스AI,KOSDAQ
389500,에스비비테크,KOSDAQ
034120,SBS,KOSPI
003120,일성아이에스,KOSPI
014940,오리엔탈정공,KOSDAQ
243070,휴온스,KOSDAQ
475560,더본코리아,KOSPI
322310,오로스테크놀로지,KOSDAQ
151860,KG에코솔루션,KOSDAQ
416180,신성에스티,KOSDAQ
451760,컨텍,KOSDAQ
073490,이노와이어리스,KOSDAQ
215000,골프존,KOSDAQ GLOBAL
023760,한국캐피탈,KOSDAQ
042370,비츠로테크,KOSDAQ
067390,아스트,KOSDAQ
009680,모토닉,KOSPI
002320,한진,KOSPI
101360,에코앤드림,KOSDAQ
003960,사조대림,KOSPI
088260,이리츠코크렙,KOSPI
069540,빛과전자,KOSDAQ
472850,폰드그룹,KOSDAQ
001460,BYC,KOSPI
216080,제테마,KOSDAQ
000320,노루홀딩스,KOSPI
348950,제이알글로벌리츠,KOSPI
036200,유니셈,KOSDAQ
005010,휴스틸,KOSPI
064550,바이오니아,KOSDAQ
086820,바이오솔루션,KOSDAQ
009160,SIMPAC,KOSPI
054950,제이브이엠,KOSDAQ
378340,필에너지,KOSDAQ
006805,미래에셋증권우,KOSPI
445090,에이직랜드,KOSDAQ
049070,인탑스,KOSDAQ
255220,SG,KOSDAQ
004360,세방,KOSPI
004310,현대약품,KOSPI
361390,제노코,KOSDAQ
000540,흥국화재,KOSPI
025770,한국정보통신,KOSDAQ
024060,흥구석유,KOSDAQ
0007C0,아크릴,KOSDAQ
294570,쿠콘,KOSDAQ
334890,이지스밸류플러스리츠,KOSPI
001340,PKC,KOSPI
371950,풍원정밀,KOSDAQ
035510,신세계 I&C,KOSPI
274090,켄코아에어로스페이스,KOSDAQ
045390,대아티아이,KOSDAQ
003200,일신방직,KOSPI
